DELIVERY_ID,VEHICLE_ID,ROUTE_ID,HUB_ID,DELIVERY_DATE,DEPARTURE_TIME,ARRIVAL_TIME,PACKAGE_COUNT,TOTAL_WEIGHT_KG,TOTAL_VOLUME_M3,DELIVERY_SUCCESS_COUNT,DELIVERY_FAIL_COUNT,FAIL_REASON,DRIVER_NAME,STATUS
DLV0009002,VHC025,RTE009,HUB001,2024-02-01,07:24,08:03,23,387.7,1.88,22,1,반송요청,최성훈,PARTIAL
DLV0009003,VHC013,RTE015,HUB008,2024-02-01,09:46,12:16,40,552.5,2.34,38,2,반송요청,송경훈,PARTIAL
DLV0009004,VHC018,RTE003,HUB001,2024-02-01,21:38,01:52,171,2160.7,9.24,161,10,수취인부재,유재석,PARTIAL
DLV0009005,VHC004,RTE015,HUB008,2024-02-01,09:40,12:04,232,3322.1,15.63,225,7,반송요청,김민재,PARTIAL
DLV0009006,VHC002,RTE017,HUB006,2024-02-01,20:36,22:10,233,3770.7,17.09,217,16,배송불가지역,권태양,PARTIAL
DLV0009007,VHC008,RTE010,HUB001,2024-02-02,10:34,11:22,523,8396.2,36.84,505,18,수취인부재,문준호,PARTIAL
DLV0009008,VHC015,RTE016,HUB002,2024-02-02,18:09,00:34,47,587.8,2.55,44,3,반송요청,양상현,PARTIAL
DLV0009009,VHC024,RTE008,HUB004,2024-02-02,08:12,09:49,21,260.6,1.14,21,0,,조현우,COMPLETED
DLV0009010,VHC012,RTE010,HUB001,2024-02-02,07:45,08:36,42,586.4,2.26,41,1,주소불명,성동일,PARTIAL
DLV0009011,VHC007,RTE014,HUB006,2024-02-02,11:01,12:36,660,10644.7,50.91,635,25,배송불가지역,류한수,PARTIAL
DLV0009012,VHC020,RTE003,HUB001,2024-02-02,23:50,04:38,2,40.0,0.07,2,0,,임현우,COMPLETED
DLV0009013,VHC008,RTE004,HUB001,2024-02-02,21:57,00:29,433,7793.0,33.44,412,21,반송요청,문준호,PARTIAL
DLV0009014,VHC003,RTE005,HUB002,2024-02-02,08:43,09:43,281,4097.0,20.35,267,14,배송불가지역,김도현,PARTIAL
DLV0009015,VHC010,RTE013,HUB007,2024-02-02,12:08,13:36,516,7246.5,31.48,490,26,배송불가지역,백승재,PARTIAL
DLV0009016,VHC017,RTE010,HUB001,2024-02-02,06:44,07:56,157,2007.0,7.7,146,11,반송요청,우성진,PARTIAL
DLV0009017,VHC015,RTE006,HUB003,2024-02-02,07:10,08:51,39,630.2,2.85,37,2,주소불명,양상현,PARTIAL
DLV0009018,VHC011,RTE011,HUB001,2024-02-02,09:07,10:35,52,935.2,4.14,49,3,반송요청,서준영,PARTIAL
DLV0009019,VHC003,RTE012,HUB007,2024-02-02,11:04,12:26,233,3480.3,18.09,225,8,배송불가지역,김도현,PARTIAL
DLV0009020,VHC016,RTE012,HUB007,2024-02-02,13:03,14:53,178,2225.0,9.75,171,7,주소불명,오영택,PARTIAL
DLV0009021,VHC017,RTE019,HUB007,2024-02-02,13:51,14:37,210,2924.1,12.92,197,13,주소불명,우성진,PARTIAL
DLV0009022,VHC018,RTE007,HUB005,2024-02-02,07:26,09:06,229,3105.7,13.17,215,14,반송요청,유재석,PARTIAL
DLV0009023,VHC020,RTE009,HUB001,2024-02-02,07:09,07:55,2,39.7,0.07,2,0,,임현우,COMPLETED
DLV0009024,VHC020,RTE002,HUB001,2024-02-02,21:54,01:37,2,26.6,0.05,2,0,,임현우,COMPLETED
DLV0009025,VHC017,RTE005,HUB002,2024-02-02,08:36,09:50,165,2390.6,11.18,159,6,반송요청,우성진,PARTIAL
DLV0009026,VHC025,RTE003,HUB001,2024-02-02,23:24,03:43,24,374.1,1.85,24,0,,최성훈,COMPLETED
DLV0009027,VHC002,RTE014,HUB006,2024-02-02,09:11,10:59,288,3810.3,19.23,274,14,반송요청,권태양,PARTIAL
DLV0009028,VHC025,RTE012,HUB007,2024-02-03,13:54,15:46,15,210.5,0.95,14,1,반송요청,최성훈,PARTIAL
DLV0009029,VHC008,RTE002,HUB001,2024-02-03,22:58,02:39,514,7867.7,38.76,497,17,배송불가지역,문준호,PARTIAL
DLV0009030,VHC005,RTE007,HUB005,2024-02-03,06:44,07:56,214,2976.9,14.61,202,12,주소불명,나성식,PARTIAL
DLV0009031,VHC023,RTE005,HUB002,2024-02-03,10:05,11:19,17,310.3,1.45,17,0,,정도영,COMPLETED
DLV0009032,VHC003,RTE017,HUB006,2024-02-03,21:18,22:49,191,3261.5,16.47,183,8,배송불가지역,김도현,PARTIAL
DLV0009033,VHC010,RTE003,HUB001,2024-02-03,22:12,03:02,548,7418.6,36.05,505,43,반송요청,백승재,PARTIAL
DLV0009034,VHC018,RTE012,HUB007,2024-02-03,10:34,12:15,137,1846.4,7.26,128,9,수취인부재,유재석,PARTIAL
DLV0009035,VHC004,RTE013,HUB007,2024-02-03,09:50,10:57,174,2513.2,12.22,162,12,수취인부재,김민재,PARTIAL
DLV0009036,VHC015,RTE010,HUB001,2024-02-03,08:32,09:11,28,484.3,2.21,26,2,반송요청,양상현,PARTIAL
DLV0009037,VHC016,RTE013,HUB007,2024-02-03,13:12,14:30,123,1480.2,5.79,118,5,주소불명,오영택,PARTIAL
DLV0009038,VHC013,RTE016,HUB002,2024-02-03,21:45,03:28,48,722.1,3.07,45,3,반송요청,송경훈,PARTIAL
DLV0009039,VHC005,RTE012,HUB007,2024-02-03,10:46,12:33,194,2787.4,12.89,182,12,배송불가지역,나성식,PARTIAL
DLV0009040,VHC004,RTE002,HUB001,2024-02-03,23:07,02:20,173,2321.1,10.32,163,10,수취인부재,김민재,PARTIAL
DLV0009041,VHC003,RTE017,HUB006,2024-02-03,20:37,21:20,229,3302.6,17.0,220,9,주소불명,김도현,PARTIAL
DLV0009042,VHC007,RTE014,HUB006,2024-02-03,11:18,12:56,505,8824.7,37.97,477,28,반송요청,류한수,PARTIAL
DLV0009043,VHC021,RTE010,HUB001,2024-02-03,08:10,09:24,1,24.4,0.05,1,0,,장민수,COMPLETED
DLV0009044,VHC005,RTE009,HUB001,2024-02-03,09:15,10:37,152,2090.1,9.95,142,10,반송요청,나성식,PARTIAL
DLV0009045,VHC020,RTE006,HUB003,2024-02-03,06:47,08:04,1,26.8,0.05,1,0,,임현우,COMPLETED
DLV0009046,VHC005,RTE011,HUB001,2024-02-03,09:40,11:08,223,2973.7,15.48,209,14,수취인부재,나성식,PARTIAL
DLV0009047,VHC010,RTE004,HUB001,2024-02-03,23:44,02:03,377,4747.5,19.98,356,21,배송불가지역,백승재,PARTIAL
DLV0009048,VHC014,RTE016,HUB002,2024-02-03,18:18,00:18,45,750.4,3.23,44,1,수취인부재,안재원,PARTIAL
DLV0009049,VHC003,RTE015,HUB008,2024-02-03,09:05,11:24,211,3068.3,15.44,201,10,배송불가지역,김도현,PARTIAL
DLV0009050,VHC004,RTE002,HUB001,2024-02-03,21:13,00:56,177,2721.4,12.53,167,10,주소불명,김민재,PARTIAL
DLV0009051,VHC016,RTE003,HUB001,2024-02-04,21:15,02:18,169,2743.5,11.08,162,7,주소불명,오영택,PARTIAL
DLV0009052,VHC007,RTE015,HUB008,2024-02-04,10:27,12:16,437,7815.6,33.94,423,14,주소불명,류한수,PARTIAL
DLV0009053,VHC022,RTE006,HUB003,2024-02-04,07:16,09:08,1,27.8,0.05,1,0,,전성국,COMPLETED
DLV0009054,VHC022,RTE009,HUB001,2024-02-04,08:42,09:50,2,31.3,0.06,2,0,,전성국,COMPLETED
DLV0009055,VHC005,RTE006,HUB003,2024-02-04,07:22,09:04,159,2708.0,12.82,154,5,배송불가지역,나성식,PARTIAL
DLV0009056,VHC005,RTE019,HUB007,2024-02-04,12:46,13:23,188,2847.3,12.43,174,14,수취인부재,나성식,PARTIAL
DLV0009057,VHC025,RTE005,HUB002,2024-02-04,09:44,10:40,16,219.3,1.02,16,0,,최성훈,COMPLETED
DLV0009058,VHC016,RTE008,HUB004,2024-02-04,10:14,11:47,131,2228.8,9.54,124,7,반송요청,오영택,PARTIAL
DLV0009059,VHC004,RTE019,HUB007,2024-02-04,11:14,12:05,180,2443.5,11.09,169,11,주소불명,김민재,PARTIAL
DLV0009060,VHC001,RTE003,HUB001,2024-02-04,21:02,01:51,235,3598.0,17.23,218,17,반송요청,강민호,PARTIAL
DLV0009061,VHC019,RTE011,HUB001,2024-02-04,09:39,10:41,1,22.8,0.04,1,0,,이준기,COMPLETED
DLV0009062,VHC017,RTE013,HUB007,2024-02-04,12:27,13:27,160,2114.2,9.3,153,7,배송불가지역,우성진,PARTIAL
DLV0009063,VHC005,RTE006,HUB003,2024-02-04,07:54,09:15,172,2487.2,11.92,160,12,수취인부재,나성식,PARTIAL
DLV0009064,VHC021,RTE015,HUB008,2024-02-04,10:58,12:59,1,31.3,0.06,1,0,,장민수,COMPLETED
DLV0009065,VHC014,RTE009,HUB001,2024-02-04,06:24,07:26,40,508.2,2.09,38,2,수취인부재,안재원,PARTIAL
DLV0009066,VHC011,RTE008,HUB004,2024-02-04,09:19,10:34,38,538.0,2.1,37,1,주소불명,서준영,PARTIAL
DLV0009067,VHC018,RTE016,HUB002,2024-02-04,22:05,04:06,143,1814.8,7.16,136,7,주소불명,유재석,PARTIAL
DLV0009068,VHC014,RTE011,HUB001,2024-02-04,06:54,07:44,37,616.8,2.79,36,1,반송요청,안재원,PARTIAL
DLV0009069,VHC006,RTE002,HUB001,2024-02-04,22:55,02:45,423,5517.3,27.04,393,30,수취인부재,노재현,PARTIAL
DLV0009070,VHC016,RTE001,HUB001,2024-02-04,21:18,03:16,135,1761.5,7.98,130,5,반송요청,오영택,PARTIAL
DLV0009071,VHC002,RTE016,HUB002,2024-02-04,18:10,23:54,196,3296.6,15.1,185,11,배송불가지역,권태양,PARTIAL
DLV0009072,VHC008,RTE004,HUB001,2024-02-04,23:12,,360,4742.4,20.75,343,17,수취인부재,문준호,IN_TRANSIT
DLV0009073,VHC006,RTE006,HUB003,2024-02-04,10:43,11:59,496,8010.3,36.76,474,22,주소불명,노재현,PARTIAL
DLV0009074,VHC001,RTE005,HUB002,2024-02-04,08:18,09:26,182,3047.2,13.29,169,13,주소불명,강민호,PARTIAL
DLV0009075,VHC020,RTE008,HUB004,2024-02-04,08:43,,1,23.8,0.05,1,0,,임현우,IN_TRANSIT
DLV0009076,VHC011,RTE008,HUB004,2024-02-04,07:44,09:22,42,643.2,2.8,41,1,주소불명,서준영,PARTIAL
DLV0009077,VHC008,RTE004,HUB001,2024-02-05,21:03,23:12,562,7389.2,35.94,542,20,수취인부재,문준호,PARTIAL
DLV0009078,VHC017,RTE019,HUB007,2024-02-05,11:44,12:33,165,2762.1,12.32,153,12,반송요청,우성진,PARTIAL
DLV0009079,VHC017,RTE005,HUB002,2024-02-05,10:37,11:52,220,3741.3,17.39,212,8,반송요청,우성진,PARTIAL
DLV0009080,VHC022,RTE011,HUB001,2024-02-05,06:40,07:54,2,45.9,0.09,2,0,,전성국,COMPLETED
DLV0009081,VHC021,RTE015,HUB008,2024-02-05,12:49,15:22,2,35.8,0.06,2,0,,장민수,COMPLETED
DLV0009082,VHC001,RTE003,HUB001,2024-02-05,22:34,02:46,291,3927.8,20.43,279,12,주소불명,강민호,PARTIAL
DLV0009083,VHC019,RTE001,HUB001,2024-02-05,23:09,04:48,2,44.1,0.09,2,0,,이준기,COMPLETED
DLV0009084,VHC014,RTE019,HUB007,2024-02-05,11:26,12:12,39,507.1,1.94,38,1,주소불명,안재원,PARTIAL
DLV0009085,VHC003,RTE006,HUB003,2024-02-05,10:12,12:06,275,4824.8,23.33,259,16,반송요청,김도현,PARTIAL
DLV0009086,VHC020,RTE001,HUB001,2024-02-05,21:01,02:38,2,44.0,0.09,2,0,,임현우,COMPLETED
DLV0009087,VHC006,RTE011,HUB001,2024-02-05,09:59,11:18,666,9624.8,46.88,637,29,주소불명,노재현,PARTIAL
DLV0009088,VHC006,RTE012,HUB007,2024-02-05,13:13,15:11,472,7115.3,33.22,450,22,반송요청,노재현,PARTIAL
DLV0009089,VHC007,RTE008,HUB004,2024-02-05,08:24,10:23,615,9919.4,41.75,573,42,주소불명,류한수,PARTIAL
DLV0009090,VHC025,RTE007,HUB005,2024-02-05,06:42,07:42,22,395.2,2.02,21,1,주소불명,최성훈,PARTIAL
DLV0009091,VHC013,RTE002,HUB001,2024-02-05,21:15,00:33,46,831.9,3.2,45,1,반송요청,송경훈,PARTIAL
DLV0009092,VHC011,RTE013,HUB007,2024-02-05,12:21,13:40,44,691.7,2.98,41,3,수취인부재,서준영,PARTIAL
DLV0009093,VHC002,RTE010,HUB001,2024-02-05,08:59,09:41,246,4390.6,22.87,238,8,수취인부재,권태양,PARTIAL
DLV0009094,VHC015,RTE010,HUB001,2024-02-05,08:01,08:52,53,799.7,3.39,52,1,수취인부재,양상현,PARTIAL
DLV0009095,VHC010,RTE012,HUB007,2024-02-05,13:37,14:59,521,6734.1,29.2,500,21,배송불가지역,백승재,PARTIAL
DLV0009096,VHC005,RTE005,HUB002,2024-02-05,09:04,09:47,207,2816.7,13.21,196,11,반송요청,나성식,PARTIAL
DLV0009097,VHC002,RTE015,HUB008,2024-02-05,11:58,13:44,276,3887.0,16.56,259,17,배송불가지역,권태양,PARTIAL
DLV0009098,VHC017,RTE012,HUB007,2024-02-05,10:06,12:05,232,4000.0,18.0,222,10,반송요청,우성진,PARTIAL
DLV0009099,VHC017,RTE017,HUB006,2024-02-05,21:42,22:50,224,4000.0,15.32,216,8,반송요청,우성진,PARTIAL
DLV0009100,VHC014,RTE011,HUB001,2024-02-05,07:16,08:18,49,690.1,3.17,48,1,주소불명,안재원,PARTIAL
DLV0009101,VHC017,RTE014,HUB006,2024-02-06,09:54,,167,3008.4,12.46,156,11,배송불가지역,우성진,IN_TRANSIT
DLV0009102,VHC021,RTE002,HUB001,2024-02-06,21:41,01:00,2,36.5,0.07,2,0,,장민수,COMPLETED
DLV0009103,VHC008,RTE012,HUB007,2024-02-06,13:33,14:50,542,6974.5,34.18,507,35,배송불가지역,문준호,PARTIAL
DLV0009104,VHC002,RTE007,HUB005,2024-02-06,10:15,11:11,265,4178.9,19.72,248,17,주소불명,권태양,PARTIAL
DLV0009105,VHC001,RTE005,HUB002,2024-02-06,08:44,10:19,216,3740.1,19.0,202,14,주소불명,강민호,PARTIAL
DLV0009106,VHC020,RTE010,HUB001,2024-02-06,10:16,11:21,2,38.9,0.07,2,0,,임현우,COMPLETED
DLV0009107,VHC004,RTE005,HUB002,2024-02-06,06:58,08:05,240,3093.3,14.83,222,18,배송불가지역,김민재,PARTIAL
DLV0009108,VHC010,RTE009,HUB001,2024-02-06,09:52,10:34,568,6936.1,30.81,529,39,주소불명,백승재,PARTIAL
DLV0009109,VHC007,RTE013,HUB007,2024-02-06,10:09,11:15,568,8235.4,40.08,525,43,수취인부재,류한수,PARTIAL
DLV0009110,VHC005,RTE006,HUB003,2024-02-06,09:03,10:37,250,3714.5,19.41,243,7,배송불가지역,나성식,PARTIAL
DLV0009111,VHC015,RTE002,HUB001,2024-02-06,23:56,03:59,58,710.3,2.83,55,3,반송요청,양상현,PARTIAL
DLV0009112,VHC023,RTE003,HUB001,2024-02-06,23:41,04:40,30,416.4,2.07,30,0,,정도영,COMPLETED
DLV0009113,VHC015,RTE011,HUB001,2024-02-06,08:13,09:19,41,655.2,3.01,40,1,주소불명,양상현,PARTIAL
DLV0009114,VHC023,RTE004,HUB001,2024-02-06,22:47,00:49,25,340.6,1.57,24,1,주소불명,정도영,PARTIAL
DLV0009115,VHC004,RTE014,HUB006,2024-02-06,12:53,14:49,202,3064.0,15.72,187,15,주소불명,김민재,PARTIAL
DLV0009116,VHC003,RTE009,HUB001,2024-02-06,07:15,08:10,246,4441.7,20.2,233,13,수취인부재,김도현,PARTIAL
DLV0009117,VHC012,RTE011,HUB001,2024-02-06,09:24,10:16,42,702.9,3.28,41,1,주소불명,성동일,PARTIAL
DLV0009118,VHC003,RTE007,HUB005,2024-02-06,09:25,10:54,242,3834.6,17.95,231,11,수취인부재,김도현,PARTIAL
DLV0009119,VHC021,RTE010,HUB001,2024-02-06,08:34,09:12,2,33.3,0.06,2,0,,장민수,COMPLETED
DLV0009120,VHC002,RTE006,HUB003,2024-02-06,07:26,09:26,202,2956.2,12.7,194,8,배송불가지역,권태양,PARTIAL
DLV0009121,VHC019,RTE002,HUB001,2024-02-07,22:50,02:15,2,44.2,0.08,2,0,,이준기,COMPLETED
DLV0009122,VHC012,RTE007,HUB005,2024-02-07,10:04,11:21,49,883.7,3.75,47,2,주소불명,성동일,PARTIAL
DLV0009123,VHC021,RTE014,HUB006,2024-02-07,09:46,11:50,2,34.9,0.07,2,0,,장민수,COMPLETED
DLV0009124,VHC020,RTE009,HUB001,2024-02-07,07:23,08:02,2,49.3,0.09,2,0,,임현우,COMPLETED
DLV0009125,VHC019,RTE009,HUB001,2024-02-07,08:13,08:57,2,34.3,0.07,2,0,,이준기,COMPLETED
DLV0009126,VHC011,RTE011,HUB001,2024-02-07,06:25,07:33,49,877.6,4.01,47,2,배송불가지역,서준영,PARTIAL
DLV0009127,VHC007,RTE017,HUB006,2024-02-07,22:45,23:51,647,9541.9,45.52,612,35,반송요청,류한수,PARTIAL
DLV0009128,VHC021,RTE015,HUB008,2024-02-07,10:45,13:12,2,38.5,0.07,2,0,,장민수,COMPLETED
DLV0009129,VHC006,RTE006,HUB003,2024-02-07,10:54,12:06,528,7914.5,33.47,507,21,주소불명,노재현,PARTIAL
DLV0009130,VHC012,RTE014,HUB006,2024-02-07,12:18,14:11,51,797.0,3.1,49,2,반송요청,성동일,PARTIAL
DLV0009131,VHC024,RTE014,HUB006,2024-02-07,13:41,15:50,25,317.7,1.54,24,1,수취인부재,조현우,PARTIAL
DLV0009132,VHC002,RTE005,HUB002,2024-02-07,06:33,07:38,293,3602.4,15.33,276,17,반송요청,권태양,PARTIAL
DLV0009133,VHC004,RTE013,HUB007,2024-02-07,10:25,11:42,293,3804.2,17.88,275,18,수취인부재,김민재,PARTIAL
DLV0009134,VHC013,RTE007,HUB005,2024-02-07,09:01,,45,716.8,2.78,43,2,배송불가지역,송경훈,IN_TRANSIT
DLV0009135,VHC003,RTE012,HUB007,2024-02-07,11:32,12:46,216,3169.4,14.97,204,12,반송요청,김도현,PARTIAL
DLV0009136,VHC020,RTE017,HUB006,2024-02-07,18:54,19:36,3,45.9,0.08,3,0,,임현우,COMPLETED
DLV0009137,VHC017,RTE013,HUB007,2024-02-07,09:58,11:44,196,2635.2,12.36,187,9,배송불가지역,우성진,PARTIAL
DLV0009138,VHC013,RTE006,HUB003,2024-02-07,10:50,,38,528.0,2.34,37,1,수취인부재,송경훈,IN_TRANSIT
DLV0009139,VHC012,RTE007,HUB005,2024-02-07,06:55,08:31,39,488.9,2.27,37,2,배송불가지역,성동일,PARTIAL
DLV0009140,VHC016,RTE014,HUB006,2024-02-07,09:50,11:47,187,2314.7,10.46,175,12,수취인부재,오영택,PARTIAL
DLV0009141,VHC024,RTE017,HUB006,2024-02-07,21:38,22:41,29,387.7,1.99,27,2,주소불명,조현우,PARTIAL
DLV0009142,VHC019,RTE001,HUB001,2024-02-07,21:56,03:22,2,34.6,0.07,2,0,,이준기,COMPLETED
DLV0009143,VHC023,RTE019,HUB007,2024-02-07,10:37,11:53,30,428.6,2.04,29,1,반송요청,정도영,PARTIAL
DLV0009144,VHC008,RTE019,HUB007,2024-02-07,12:25,13:19,684,10290.5,46.35,663,21,주소불명,문준호,PARTIAL
DLV0009145,VHC022,RTE008,HUB004,2024-02-07,09:54,11:21,2,35.8,0.07,2,0,,전성국,COMPLETED
DLV0009146,VHC005,RTE011,HUB001,2024-02-07,10:59,12:33,241,3105.4,15.23,230,11,주소불명,나성식,PARTIAL
DLV0009147,VHC008,RTE007,HUB005,2024-02-07,10:09,11:32,595,8915.7,38.54,551,44,배송불가지역,문준호,PARTIAL
DLV0009148,VHC004,RTE012,HUB007,2024-02-08,11:42,13:17,234,3106.9,13.8,223,11,배송불가지역,김민재,PARTIAL
DLV0009149,VHC018,RTE006,HUB003,2024-02-08,06:27,08:06,258,3264.3,13.45,246,12,반송요청,유재석,PARTIAL
DLV0009150,VHC013,RTE010,HUB001,2024-02-08,10:58,12:01,42,518.3,2.2,39,3,배송불가지역,송경훈,PARTIAL
DLV0009151,VHC010,RTE005,HUB002,2024-02-08,07:24,08:10,619,8660.5,36.26,582,37,반송요청,백승재,PARTIAL
DLV0009152,VHC022,RTE004,HUB001,2024-02-08,23:58,01:53,2,37.6,0.06,2,0,,전성국,COMPLETED
DLV0009153,VHC012,RTE001,HUB001,2024-02-08,23:42,05:15,45,759.0,3.44,43,2,주소불명,성동일,PARTIAL
DLV0009154,VHC007,RTE011,HUB001,2024-02-08,09:51,11:25,554,9080.6,43.75,528,26,주소불명,류한수,PARTIAL
DLV0009155,VHC014,RTE008,HUB004,2024-02-08,10:44,12:39,46,673.6,3.16,45,1,수취인부재,안재원,PARTIAL
DLV0009156,VHC013,RTE014,HUB006,2024-02-08,13:11,15:30,56,741.5,2.93,52,4,반송요청,송경훈,PARTIAL
DLV0009157,VHC019,RTE003,HUB001,2024-02-08,22:10,02:55,2,29.2,0.05,2,0,,이준기,COMPLETED
DLV0009158,VHC008,RTE015,HUB008,2024-02-08,13:01,,704,10686.8,52.0,652,52,배송불가지역,문준호,IN_TRANSIT
DLV0009159,VHC001,RTE013,HUB007,2024-02-08,13:35,15:10,204,3491.1,15.35,196,8,반송요청,강민호,PARTIAL
DLV0009160,VHC004,RTE010,HUB001,2024-02-08,06:40,07:44,267,3465.3,15.37,252,15,배송불가지역,김민재,PARTIAL
DLV0009161,VHC025,RTE011,HUB001,2024-02-08,06:57,08:03,18,294.7,1.31,17,1,배송불가지역,최성훈,PARTIAL
DLV0009162,VHC025,RTE015,HUB008,2024-02-08,12:11,14:10,31,395.0,1.75,30,1,반송요청,최성훈,PARTIAL
DLV0009163,VHC005,RTE012,HUB007,2024-02-08,11:56,13:32,301,3932.6,17.07,285,16,수취인부재,나성식,PARTIAL
DLV0009164,VHC025,RTE016,HUB002,2024-02-08,20:03,02:27,27,437.5,1.9,26,1,배송불가지역,최성훈,PARTIAL
DLV0009165,VHC002,RTE004,HUB001,2024-02-08,22:38,00:41,250,3924.5,17.41,233,17,배송불가지역,권태양,PARTIAL
DLV0009166,VHC018,RTE019,HUB007,2024-02-08,10:47,,250,4000.0,15.75,235,15,배송불가지역,유재석,IN_TRANSIT
DLV0009167,VHC008,RTE014,HUB006,2024-02-08,12:48,14:38,564,7356.4,34.24,521,43,반송요청,문준호,PARTIAL
DLV0009168,VHC022,RTE017,HUB006,2024-02-08,19:46,21:08,2,35.6,0.06,2,0,,전성국,COMPLETED
DLV0009169,VHC023,RTE007,HUB005,2024-02-08,08:40,09:46,22,325.7,1.68,22,0,,정도영,COMPLETED
DLV0009170,VHC019,RTE008,HUB004,2024-02-08,10:35,12:32,2,32.6,0.06,2,0,,이준기,COMPLETED
DLV0009171,VHC024,RTE014,HUB006,2024-02-09,09:56,,21,265.2,1.19,21,0,,조현우,IN_TRANSIT
DLV0009172,VHC019,RTE014,HUB006,2024-02-09,09:46,11:29,3,44.0,0.08,3,0,,이준기,COMPLETED
DLV0009173,VHC024,RTE017,HUB006,2024-02-09,18:13,19:38,24,375.1,1.76,23,1,수취인부재,조현우,PARTIAL
DLV0009174,VHC023,RTE004,HUB001,2024-02-09,21:36,23:56,26,384.3,1.8,24,2,배송불가지역,정도영,PARTIAL
DLV0009175,VHC025,RTE011,HUB001,2024-02-09,09:56,11:06,29,453.6,2.27,28,1,배송불가지역,최성훈,PARTIAL
DLV0009176,VHC025,RTE005,HUB002,2024-02-09,08:31,,21,321.0,1.46,20,1,반송요청,최성훈,IN_TRANSIT
DLV0009177,VHC005,RTE005,HUB002,2024-02-09,06:41,07:56,251,3244.2,15.4,242,9,주소불명,나성식,PARTIAL
DLV0009178,VHC017,RTE014,HUB006,2024-02-09,10:12,12:32,194,3208.2,12.6,182,12,수취인부재,우성진,PARTIAL
DLV0009179,VHC006,RTE007,HUB005,2024-02-09,09:30,11:09,641,9086.7,42.32,616,25,반송요청,노재현,PARTIAL
DLV0009180,VHC010,RTE016,HUB002,2024-02-09,18:00,,529,9251.7,40.98,488,41,반송요청,백승재,IN_TRANSIT
DLV0009181,VHC005,RTE002,HUB001,2024-02-09,23:29,03:18,291,3634.7,18.39,271,20,반송요청,나성식,PARTIAL
DLV0009182,VHC005,RTE019,HUB007,2024-02-09,09:48,10:44,259,3306.4,16.84,250,9,반송요청,나성식,PARTIAL
DLV0009183,VHC021,RTE017,HUB006,2024-02-09,21:33,22:27,2,32.1,0.06,2,0,,장민수,COMPLETED
DLV0009184,VHC018,RTE006,HUB003,2024-02-09,07:12,08:34,200,3452.1,16.31,192,8,배송불가지역,유재석,PARTIAL
DLV0009185,VHC005,RTE009,HUB001,2024-02-09,10:01,10:42,267,4130.8,17.77,259,8,수취인부재,나성식,PARTIAL
DLV0009186,VHC017,RTE014,HUB006,2024-02-09,10:55,12:28,220,3472.3,15.64,209,11,주소불명,우성진,PARTIAL
DLV0009187,VHC014,RTE007,HUB005,2024-02-09,07:50,09:24,61,957.1,4.23,59,2,수취인부재,안재원,PARTIAL
DLV0009188,VHC010,RTE012,HUB007,2024-02-09,10:03,11:41,712,11000.0,47.79,687,25,배송불가지역,백승재,PARTIAL
DLV0009189,VHC022,RTE007,HUB005,2024-02-09,06:42,07:49,2,27.9,0.06,2,0,,전성국,COMPLETED
DLV0009190,VHC023,RTE014,HUB006,2024-02-09,10:11,11:41,23,383.4,1.97,22,1,반송요청,정도영,PARTIAL
DLV0009191,VHC023,RTE007,HUB005,2024-02-09,07:38,09:23,25,404.1,1.91,24,1,수취인부재,정도영,PARTIAL
DLV0009192,VHC004,RTE006,HUB003,2024-02-09,08:45,,213,3663.2,16.16,205,8,반송요청,김민재,IN_TRANSIT
DLV0009193,VHC025,RTE004,HUB001,2024-02-09,23:03,01:14,23,360.5,1.81,22,1,주소불명,최성훈,PARTIAL
DLV0009194,VHC023,RTE012,HUB007,2024-02-09,09:33,11:23,24,368.8,1.91,23,1,주소불명,정도영,PARTIAL
DLV0009195,VHC025,RTE012,HUB007,2024-02-09,09:44,11:29,18,303.4,1.43,17,1,주소불명,최성훈,PARTIAL
DLV0009196,VHC025,RTE002,HUB001,2024-02-09,23:32,03:31,29,436.4,2.25,27,2,수취인부재,최성훈,PARTIAL
DLV0009197,VHC012,RTE010,HUB001,2024-02-09,10:24,11:03,39,597.3,2.59,37,2,반송요청,성동일,PARTIAL
DLV0009198,VHC007,RTE009,HUB001,2024-02-09,08:18,09:41,469,8344.3,38.31,452,17,배송불가지역,류한수,PARTIAL
DLV0009199,VHC006,RTE019,HUB007,2024-02-10,11:01,12:14,504,6334.5,29.79,486,18,주소불명,노재현,PARTIAL
DLV0009200,VHC016,RTE012,HUB007,2024-02-10,10:08,12:00,148,2000.5,8.8,141,7,배송불가지역,오영택,PARTIAL
DLV0009201,VHC014,RTE019,HUB007,2024-02-10,09:29,10:40,37,535.4,2.41,35,2,반송요청,안재원,PARTIAL
DLV0009202,VHC020,RTE014,HUB006,2024-02-10,13:29,15:37,1,26.8,0.05,1,0,,임현우,COMPLETED
DLV0009203,VHC021,RTE003,HUB001,2024-02-10,23:44,04:43,2,26.7,0.05,2,0,,장민수,COMPLETED
DLV0009204,VHC003,RTE005,HUB002,2024-02-10,10:55,11:54,227,3211.7,16.61,220,7,반송요청,김도현,PARTIAL
DLV0009205,VHC025,RTE014,HUB006,2024-02-10,10:38,12:51,23,291.8,1.38,22,1,배송불가지역,최성훈,PARTIAL
DLV0009206,VHC019,RTE019,HUB007,2024-02-10,09:25,10:12,1,30.3,0.06,1,0,,이준기,COMPLETED
